id_code,experiment,plate,well,sirna
HUVEC-02_3_M09,HUVEC-02,3,M09,sirna_6
HUVEC-02_3_N02,HUVEC-02,3,N02,sirna_61
HUVEC-02_3_N05,HUVEC-02,3,N05,sirna_20
HUVEC-02_3_N08,HUVEC-02,3,N08,sirna_80
HUVEC-02_3_O10,HUVEC-02,3,O10,sirna_40
HUVEC-02_3_O22,HUVEC-02,3,O22,sirna_22
HUVEC-02_4_B06,HUVEC-02,4,B06,sirna_98
HUVEC-02_4_B14,HUVEC-02,4,B14,sirna_35
HUVEC-02_4_B20,HUVEC-02,4,B20,sirna_19
HUVEC-02_4_C08,HUVEC-02,4,C08,sirna_36
HUVEC-02_4_C12,HUVEC-02,4,C12,sirna_27
HUVEC-02_4_E04,HUVEC-02,4,E04,sirna_94
HUVEC-02_4_G04,HUVEC-02,4,G04,sirna_12
HUVEC-02_4_G15,HUVEC-02,4,G15,sirna_83
HUVEC-02_4_M09,HUVEC-02,4,M09,sirna_29
HUVEC-02_4_M18,HUVEC-02,4,M18,sirna_53
HUVEC-02_4_N23,HUVEC-02,4,N23,sirna_31
HUVEC-02_4_O04,HUVEC-02,4,O04,sirna_81
HUVEC-02_4_O11,HUVEC-02,4,O11,sirna_91
HUVEC-03_1_B07,HUVEC-03,1,B07,sirna_58
HUVEC-03_1_B14,HUVEC-03,1,B14,sirna_62
HUVEC-03_1_C21,HUVEC-03,1,C21,sirna_43
HUVEC-03_1_D12,HUVEC-03,1,D12,sirna_88
HUVEC-03_1_D19,HUVEC-03,1,D19,sirna_95
HUVEC-03_1_D22,HUVEC-03,1,D22,sirna_39
HUVEC-03_1_E05,HUVEC-03,1,E05,sirna_33
HUVEC-03_1_E11,HUVEC-03,1,E11,sirna_13
HUVEC-03_1_E20,HUVEC-03,1,E20,sirna_51
HUVEC-03_1_G02,HUVEC-03,1,G02,sirna_46
HUVEC-03_1_G14,HUVEC-03,1,G14,sirna_23
HUVEC-03_1_H12,HUVEC-03,1,H12,sirna_63
HUVEC-03_1_H16,HUVEC-03,1,H16,sirna_18
HUVEC-03_1_I16,HUVEC-03,1,I16,sirna_93
HUVEC-03_1_J06,HUVEC-03,1,J06,sirna_15
HUVEC-03_1_J10,HUVEC-03,1,J10,sirna_66
HUVEC-03_1_K12,HUVEC-03,1,K12,sirna_82
HUVEC-03_1_K18,HUVEC-03,1,K18,sirna_60
HUVEC-03_1_L02,HUVEC-03,1,L02,sirna_90
HUVEC-03_1_L22,HUVEC-03,1,L22,sirna_78
HUVEC-03_1_M06,HUVEC-03,1,M06,sirna_86
HUVEC-03_1_M12,HUVEC-03,1,M12,sirna_45
HUVEC-03_1_N04,HUVEC-03,1,N04,sirna_99
HUVEC-03_2_B17,HUVEC-03,2,B17,sirna_37
HUVEC-03_2_B20,HUVEC-03,2,B20,sirna_14
HUVEC-03_2_B21,HUVEC-03,2,B21,sirna_71
HUVEC-03_2_B23,HUVEC-03,2,B23,sirna_42
HUVEC-03_2_D02,HUVEC-03,2,D02,sirna_34
HUVEC-03_2_D09,HUVEC-03,2,D09,sirna_72
HUVEC-03_2_D11,HUVEC-03,2,D11,sirna_25
HUVEC-03_2_D21,HUVEC-03,2,D21,sirna_41
HUVEC-03_2_E03,HUVEC-03,2,E03,sirna_67
HUVEC-03_2_E09,HUVEC-03,2,E09,sirna_97
HUVEC-03_2_E11,HUVEC-03,2,E11,sirna_57
HUVEC-03_2_E22,HUVEC-03,2,E22,sirna_77
HUVEC-03_2_E23,HUVEC-03,2,E23,sirna_70
HUVEC-03_2_F04,HUVEC-03,2,F04,sirna_8
HUVEC-03_2_F18,HUVEC-03,2,F18,sirna_54
HUVEC-03_2_G11,HUVEC-03,2,G11,sirna_30
HUVEC-03_2_G18,HUVEC-03,2,G18,sirna_64
HUVEC-03_2_G22,HUVEC-03,2,G22,sirna_47
HUVEC-03_2_H20,HUVEC-03,2,H20,sirna_59
HUVEC-03_2_H23,HUVEC-03,2,H23,sirna_49
HUVEC-03_2_I05,HUVEC-03,2,I05,sirna_7
HUVEC-03_2_I13,HUVEC-03,2,I13,sirna_96
HUVEC-03_2_I14,HUVEC-03,2,I14,sirna_55
HUVEC-03_2_I20,HUVEC-03,2,I20,sirna_79
HUVEC-03_2_J10,HUVEC-03,2,J10,sirna_4
HUVEC-03_2_K10,HUVEC-03,2,K10,sirna_38
HUVEC-03_2_K20,HUVEC-03,2,K20,sirna_48
HUVEC-03_2_L03,HUVEC-03,2,L03,sirna_3
HUVEC-03_2_L13,HUVEC-03,2,L13,sirna_68
HUVEC-03_2_L16,HUVEC-03,2,L16,sirna_73
HUVEC-03_2_L18,HUVEC-03,2,L18,sirna_92
HUVEC-03_2_M08,HUVEC-03,2,M08,sirna_56
HUVEC-03_2_N05,HUVEC-03,2,N05,sirna_9
HUVEC-03_2_N19,HUVEC-03,2,N19,sirna_65
HUVEC-03_2_O07,HUVEC-03,2,O07,sirna_26
HUVEC-03_2_O15,HUVEC-03,2,O15,sirna_28
HUVEC-03_3_B03,HUVEC-03,3,B03,sirna_74
HUVEC-03_3_B05,HUVEC-03,3,B05,sirna_0
HUVEC-03_3_B07,HUVEC-03,3,B07,sirna_75
HUVEC-03_3_B12,HUVEC-03,3,B12,sirna_5
HUVEC-03_3_B13,HUVEC-03,3,B13,sirna_16
HUVEC-03_3_C09,HUVEC-03,3,C09,sirna_2
HUVEC-03_3_C17,HUVEC-03,3,C17,sirna_24
HUVEC-03_3_D08,HUVEC-03,3,D08,sirna_17
HUVEC-03_3_E03,HUVEC-03,3,E03,sirna_20
HUVEC-03_3_E14,HUVEC-03,3,E14,sirna_6
HUVEC-03_3_E18,HUVEC-03,3,E18,sirna_22
HUVEC-03_3_E20,HUVEC-03,3,E20,sirna_85
HUVEC-03_3_F02,HUVEC-03,3,F02,sirna_32
HUVEC-03_3_F14,HUVEC-03,3,F14,sirna_69
HUVEC-03_3_F16,HUVEC-03,3,F16,sirna_10
HUVEC-03_3_F21,HUVEC-03,3,F21,sirna_89
HUVEC-03_3_G04,HUVEC-03,3,G04,sirna_50
HUVEC-03_3_G07,HUVEC-03,3,G07,sirna_11
HUVEC-03_3_G16,HUVEC-03,3,G16,sirna_40
HUVEC-03_3_I13,HUVEC-03,3,I13,sirna_1
HUVEC-03_3_L02,HUVEC-03,3,L02,sirna_76
HUVEC-03_3_L04,HUVEC-03,3,L04,sirna_80
HUVEC-03_3_L12,HUVEC-03,3,L12,sirna_21
HUVEC-03_3_L13,HUVEC-03,3,L13,sirna_44
HUVEC-03_3_M16,HUVEC-03,3,M16,sirna_61
HUVEC-03_3_N18,HUVEC-03,3,N18,sirna_84
HUVEC-03_3_O21,HUVEC-03,3,O21,sirna_87
HUVEC-03_4_B16,HUVEC-03,4,B16,sirna_12
HUVEC-03_4_B18,HUVEC-03,4,B18,sirna_91
HUVEC-03_4_B23,HUVEC-03,4,B23,sirna_36
HUVEC-03_4_D16,HUVEC-03,4,D16,sirna_98
HUVEC-03_4_E14,HUVEC-03,4,E14,sirna_83
HUVEC-03_4_F13,HUVEC-03,4,F13,sirna_27
HUVEC-03_4_G04,HUVEC-03,4,G04,sirna_53
HUVEC-03_4_J23,HUVEC-03,4,J23,sirna_29
HUVEC-03_4_K08,HUVEC-03,4,K08,sirna_19
HUVEC-03_4_N02,HUVEC-03,4,N02,sirna_94
HUVEC-03_4_N19,HUVEC-03,4,N19,sirna_81
HUVEC-03_4_N21,HUVEC-03,4,N21,sirna_31
HUVEC-03_4_O10,HUVEC-03,4,O10,sirna_35
HUVEC-04_1_B14,HUVEC-04,1,B14,sirna_66
HUVEC-04_1_C18,HUVEC-04,1,C18,sirna_86
HUVEC-04_1_E13,HUVEC-04,1,E13,sirna_51
HUVEC-04_1_E22,HUVEC-04,1,E22,sirna_58
HUVEC-04_1_F08,HUVEC-04,1,F08,sirna_93
HUVEC-04_1_G07,HUVEC-04,1,G07,sirna_88
HUVEC-04_1_G19,HUVEC-04,1,G19,sirna_82
HUVEC-04_1_H20,HUVEC-04,1,H20,sirna_62
HUVEC-04_1_H21,HUVEC-04,1,H21,sirna_90
HUVEC-04_1_I08,HUVEC-04,1,I08,sirna_99
HUVEC-04_1_I14,HUVEC-04,1,I14,sirna_63
HUVEC-04_1_I18,HUVEC-04,1,I18,sirna_23
HUVEC-04_1_I21,HUVEC-04,1,I21,sirna_18
HUVEC-04_1_I22,HUVEC-04,1,I22,sirna_78
HUVEC-04_1_J21,HUVEC-04,1,J21,sirna_39
HUVEC-04_1_K07,HUVEC-04,1,K07,sirna_43
HUVEC-04_1_K11,HUVEC-04,1,K11,sirna_15
HUVEC-04_1_K21,HUVEC-04,1,K21,sirna_95
HUVEC-04_1_L07,HUVEC-04,1,L07,sirna_33
HUVEC-04_1_L09,HUVEC-04,1,L09,sirna_13
HUVEC-04_1_M06,HUVEC-04,1,M06,sirna_46
HUVEC-04_1_N18,HUVEC-04,1,N18,sirna_60
HUVEC-04_1_N23,HUVEC-04,1,N23,sirna_45
HUVEC-04_2_B07,HUVEC-04,2,B07,sirna_14
HUVEC-04_2_C04,HUVEC-04,2,C04,sirna_42
HUVEC-04_2_C23,HUVEC-04,2,C23,sirna_26
HUVEC-04_2_D16,HUVEC-04,2,D16,sirna_25
HUVEC-04_2_E04,HUVEC-04,2,E04,sirna_64
HUVEC-04_2_E05,HUVEC-04,2,E05,sirna_79
HUVEC-04_2_E07,HUVEC-04,2,E07,sirna_71
HUVEC-04_2_E18,HUVEC-04,2,E18,sirna_92
HUVEC-04_2_G02,HUVEC-04,2,G02,sirna_30
HUVEC-04_2_G05,HUVEC-04,2,G05,sirna_73
HUVEC-04_2_G14,HUVEC-04,2,G14,sirna_28
HUVEC-04_2_G19,HUVEC-04,2,G19,sirna_57
HUVEC-04_2_H10,HUVEC-04,2,H10,sirna_8
HUVEC-04_2_H14,HUVEC-04,2,H14,sirna_49
HUVEC-04_2_H16,HUVEC-04,2,H16,sirna_65
HUVEC-04_2_I03,HUVEC-04,2,I03,sirna_7
HUVEC-04_2_I09,HUVEC-04,2,I09,sirna_47
HUVEC-04_2_I10,HUVEC-04,2,I10,sirna_54
HUVEC-04_2_I16,HUVEC-04,2,I16,sirna_38
HUVEC-04_2_I23,HUVEC-04,2,I23,sirna_9
HUVEC-04_2_J16,HUVEC-04,2,J16,sirna_48
HUVEC-04_2_K04,HUVEC-04,2,K04,sirna_59
HUVEC-04_2_K06,HUVEC-04,2,K06,sirna_68
HUVEC-04_2_K07,HUVEC-04,2,K07,sirna_97
HUVEC-04_2_K18,HUVEC-04,2,K18,sirna_3
HUVEC-04_2_K21,HUVEC-04,2,K21,sirna_4
HUVEC-04_2_L07,HUVEC-04,2,L07,sirna_34
HUVEC-04_2_L10,HUVEC-04,2,L10,sirna_67
HUVEC-04_2_M13,HUVEC-04,2,M13,sirna_41
HUVEC-04_2_N04,HUVEC-04,2,N04,sirna_77
HUVEC-04_2_N15,HUVEC-04,2,N15,sirna_56
HUVEC-04_2_N18,HUVEC-04,2,N18,sirna_96
HUVEC-04_2_N19,HUVEC-04,2,N19,sirna_70
HUVEC-04_2_O06,HUVEC-04,2,O06,sirna_55
HUVEC-04_2_O20,HUVEC-04,2,O20,sirna_72
HUVEC-04_2_O22,HUVEC-04,2,O22,sirna_37
HUVEC-04_3_C12,HUVEC-04,3,C12,sirna_74
HUVEC-04_3_D02,HUVEC-04,3,D02,sirna_10
HUVEC-04_3_D09,HUVEC-04,3,D09,sirna_17
HUVEC-04_3_D19,HUVEC-04,3,D19,sirna_85
HUVEC-04_3_E22,HUVEC-04,3,E22,sirna_0
HUVEC-04_3_F06,HUVEC-04,3,F06,sirna_44
HUVEC-04_3_F09,HUVEC-04,3,F09,sirna_2
HUVEC-04_3_F20,HUVEC-04,3,F20,sirna_20
HUVEC-04_3_G09,HUVEC-04,3,G09,sirna_76
HUVEC-04_3_G10,HUVEC-04,3,G10,sirna_87
HUVEC-04_3_G20,HUVEC-04,3,G20,sirna_40
HUVEC-04_3_G21,HUVEC-04,3,G21,sirna_61
HUVEC-04_3_G23,HUVEC-04,3,G23,sirna_80
HUVEC-04_3_I12,HUVEC-04,3,I12,sirna_69
HUVEC-04_3_J05,HUVEC-04,3,J05,sirna_11
HUVEC-04_3_J17,HUVEC-04,3,J17,sirna_50
HUVEC-04_3_K12,HUVEC-04,3,K12,sirna_84
HUVEC-04_3_K14,HUVEC-04,3,K14,sirna_75
HUVEC-04_3_K17,HUVEC-04,3,K17,sirna_6
HUVEC-04_3_K21,HUVEC-04,3,K21,sirna_21
HUVEC-04_3_L03,HUVEC-04,3,L03,sirna_22
HUVEC-04_3_N10,HUVEC-04,3,N10,sirna_24
HUVEC-04_3_N21,HUVEC-04,3,N21,sirna_32
HUVEC-04_3_O05,HUVEC-04,3,O05,sirna_5
HUVEC-04_3_O07,HUVEC-04,3,O07,sirna_89
HUVEC-04_3_O10,HUVEC-04,3,O10,sirna_16
HUVEC-04_3_O17,HUVEC-04,3,O17,sirna_1
HUVEC-04_4_B03,HUVEC-04,4,B03,sirna_98
HUVEC-04_4_B19,HUVEC-04,4,B19,sirna_91
HUVEC-04_4_D06,HUVEC-04,4,D06,sirna_19
HUVEC-04_4_D10,HUVEC-04,4,D10,sirna_83
HUVEC-04_4_E09,HUVEC-04,4,E09,sirna_35
HUVEC-04_4_F08,HUVEC-04,4,F08,sirna_36
HUVEC-04_4_I21,HUVEC-04,4,I21,sirna_81
HUVEC-04_4_J21,HUVEC-04,4,J21,sirna_29
HUVEC-04_4_K03,HUVEC-04,4,K03,sirna_53
HUVEC-04_4_N11,HUVEC-04,4,N11,sirna_27
HUVEC-04_4_N21,HUVEC-04,4,N21,sirna_94
HUVEC-04_4_O10,HUVEC-04,4,O10,sirna_12
HUVEC-04_4_O16,HUVEC-04,4,O16,sirna_31
HUVEC-05_1_B08,HUVEC-05,1,B08,sirna_58
HUVEC-05_1_D03,HUVEC-05,1,D03,sirna_15
HUVEC-05_1_D06,HUVEC-05,1,D06,sirna_62
HUVEC-05_1_E02,HUVEC-05,1,E02,sirna_88
HUVEC-05_1_F06,HUVEC-05,1,F06,sirna_60
HUVEC-05_1_G08,HUVEC-05,1,G08,sirna_82
HUVEC-05_1_G09,HUVEC-05,1,G09,sirna_46
HUVEC-05_1_G14,HUVEC-05,1,G14,sirna_99
HUVEC-05_1_G20,HUVEC-05,1,G20,sirna_66
HUVEC-05_1_I07,HUVEC-05,1,I07,sirna_51
HUVEC-05_1_I15,HUVEC-05,1,I15,sirna_23
HUVEC-05_1_I17,HUVEC-05,1,I17,sirna_86
HUVEC-05_1_J04,HUVEC-05,1,J04,sirna_45
HUVEC-05_1_K03,HUVEC-05,1,K03,sirna_95
HUVEC-05_1_K13,HUVEC-05,1,K13,sirna_63
HUVEC-05_1_K20,HUVEC-05,1,K20,sirna_43
HUVEC-05_1_L15,HUVEC-05,1,L15,sirna_13
HUVEC-05_1_M08,HUVEC-05,1,M08,sirna_90
HUVEC-05_1_M09,HUVEC-05,1,M09,sirna_78
HUVEC-05_1_M10,HUVEC-05,1,M10,sirna_39
HUVEC-05_1_M17,HUVEC-05,1,M17,sirna_93
HUVEC-05_1_N09,HUVEC-05,1,N09,sirna_18
HUVEC-05_1_O14,HUVEC-05,1,O14,sirna_33
HUVEC-05_2_B04,HUVEC-05,2,B04,sirna_42
HUVEC-05_2_B06,HUVEC-05,2,B06,sirna_55
HUVEC-05_2_B10,HUVEC-05,2,B10,sirna_14
HUVEC-05_2_B23,HUVEC-05,2,B23,sirna_59
HUVEC-05_2_C05,HUVEC-05,2,C05,sirna_3
HUVEC-05_2_C06,HUVEC-05,2,C06,sirna_57
HUVEC-05_2_C10,HUVEC-05,2,C10,sirna_68
HUVEC-05_2_D03,HUVEC-05,2,D03,sirna_92
HUVEC-05_2_E04,HUVEC-05,2,E04,sirna_70
HUVEC-05_2_E20,HUVEC-05,2,E20,sirna_54
HUVEC-05_2_E21,HUVEC-05,2,E21,sirna_56
HUVEC-05_2_E22,HUVEC-05,2,E22,sirna_41
HUVEC-05_2_F08,HUVEC-05,2,F08,sirna_8
HUVEC-05_2_F17,HUVEC-05,2,F17,sirna_28
HUVEC-05_2_G07,HUVEC-05,2,G07,sirna_67
HUVEC-05_2_G16,HUVEC-05,2,G16,sirna_7
HUVEC-05_2_H20,HUVEC-05,2,H20,sirna_48
HUVEC-05_2_H21,HUVEC-05,2,H21,sirna_77
HUVEC-05_2_I03,HUVEC-05,2,I03,sirna_47
HUVEC-05_2_I09,HUVEC-05,2,I09,sirna_4
HUVEC-05_2_I15,HUVEC-05,2,I15,sirna_38
HUVEC-05_2_I20,HUVEC-05,2,I20,sirna_97
HUVEC-05_2_I23,HUVEC-05,2,I23,sirna_30
HUVEC-05_2_K03,HUVEC-05,2,K03,sirna_34
HUVEC-05_2_K05,HUVEC-05,2,K05,sirna_72
HUVEC-05_2_K09,HUVEC-05,2,K09,sirna_26
HUVEC-05_2_K20,HUVEC-05,2,K20,sirna_37
HUVEC-05_2_K21,HUVEC-05,2,K21,sirna_73
HUVEC-05_2_K23,HUVEC-05,2,K23,sirna_96
HUVEC-05_2_L04,HUVEC-05,2,L04,sirna_9
HUVEC-05_2_L07,HUVEC-05,2,L07,sirna_25
HUVEC-05_2_L11,HUVEC-05,2,L11,sirna_49
HUVEC-05_2_M09,HUVEC-05,2,M09,sirna_71
HUVEC-05_2_M12,HUVEC-05,2,M12,sirna_65
HUVEC-05_2_N12,HUVEC-05,2,N12,sirna_64
HUVEC-05_2_O14,HUVEC-05,2,O14,sirna_79
HUVEC-05_3_B19,HUVEC-05,3,B19,sirna_5
HUVEC-05_3_C04,HUVEC-05,3,C04,sirna_16
HUVEC-05_3_C09,HUVEC-05,3,C09,sirna_40
HUVEC-05_3_D02,HUVEC-05,3,D02,sirna_61
HUVEC-05_3_D05,HUVEC-05,3,D05,sirna_84
HUVEC-05_3_D15,HUVEC-05,3,D15,sirna_11
HUVEC-05_3_D18,HUVEC-05,3,D18,sirna_6
HUVEC-05_3_D23,HUVEC-05,3,D23,sirna_22
HUVEC-05_3_E09,HUVEC-05,3,E09,sirna_21
HUVEC-05_3_E11,HUVEC-05,3,E11,sirna_0
HUVEC-05_3_E14,HUVEC-05,3,E14,sirna_10
HUVEC-05_3_F06,HUVEC-05,3,F06,sirna_76
HUVEC-05_3_F10,HUVEC-05,3,F10,sirna_69
HUVEC-05_3_G05,HUVEC-05,3,G05,sirna_87
HUVEC-05_3_G14,HUVEC-05,3,G14,sirna_74
HUVEC-05_3_I02,HUVEC-05,3,I02,sirna_44
HUVEC-05_3_I06,HUVEC-05,3,I06,sirna_32
HUVEC-05_3_I17,HUVEC-05,3,I17,sirna_17
HUVEC-05_3_K07,HUVEC-05,3,K07,sirna_24
HUVEC-05_3_K19,HUVEC-05,3,K19,sirna_20
HUVEC-05_3_M08,HUVEC-05,3,M08,sirna_2
HUVEC-05_3_M16,HUVEC-05,3,M16,sirna_75
HUVEC-05_3_M20,HUVEC-05,3,M20,sirna_50
HUVEC-05_3_N04,HUVEC-05,3,N04,sirna_89
HUVEC-05_3_N16,HUVEC-05,3,N16,sirna_85
HUVEC-05_3_O07,HUVEC-05,3,O07,sirna_1
HUVEC-05_3_O22,HUVEC-05,3,O22,sirna_80
HUVEC-05_4_B13,HUVEC-05,4,B13,sirna_83
HUVEC-05_4_C08,HUVEC-05,4,C08,sirna_91
HUVEC-05_4_C18,HUVEC-05,4,C18,sirna_29
HUVEC-05_4_D08,HUVEC-05,4,D08,sirna_98
HUVEC-05_4_E06,HUVEC-05,4,E06,sirna_19
HUVEC-05_4_G06,HUVEC-05,4,G06,sirna_53
HUVEC-05_4_K18,HUVEC-05,4,K18,sirna_31
HUVEC-05_4_L06,HUVEC-05,4,L06,sirna_94
HUVEC-05_4_L16,HUVEC-05,4,L16,sirna_35
HUVEC-05_4_M12,HUVEC-05,4,M12,sirna_12
HUVEC-05_4_N11,HUVEC-05,4,N11,sirna_36
HUVEC-05_4_N12,HUVEC-05,4,N12,sirna_81
HUVEC-05_4_O02,HUVEC-05,4,O02,sirna_27
HUVEC-06_1_B06,HUVEC-06,1,B06,sirna_15
HUVEC-06_1_B14,HUVEC-06,1,B14,sirna_62
HUVEC-06_1_B17,HUVEC-06,1,B17,sirna_93
HUVEC-06_1_D10,HUVEC-06,1,D10,sirna_63
HUVEC-06_1_D11,HUVEC-06,1,D11,sirna_39
HUVEC-06_1_D13,HUVEC-06,1,D13,sirna_60
HUVEC-06_1_D16,HUVEC-06,1,D16,sirna_99
HUVEC-06_1_D21,HUVEC-06,1,D21,sirna_90
HUVEC-06_1_G17,HUVEC-06,1,G17,sirna_82
HUVEC-06_1_H04,HUVEC-06,1,H04,sirna_23
HUVEC-06_1_H05,HUVEC-06,1,H05,sirna_13
HUVEC-06_1_H10,HUVEC-06,1,H10,sirna_18
HUVEC-06_1_I02,HUVEC-06,1,I02,sirna_95
HUVEC-06_1_I05,HUVEC-06,1,I05,sirna_88
HUVEC-06_1_I07,HUVEC-06,1,I07,sirna_51
HUVEC-06_1_I08,HUVEC-06,1,I08,sirna_46
HUVEC-06_1_J10,HUVEC-06,1,J10,sirna_66
HUVEC-06_1_K08,HUVEC-06,1,K08,sirna_33
HUVEC-06_1_L05,HUVEC-06,1,L05,sirna_58
HUVEC-06_1_N05,HUVEC-06,1,N05,sirna_78
HUVEC-06_1_N11,HUVEC-06,1,N11,sirna_45
HUVEC-06_1_N13,HUVEC-06,1,N13,sirna_86
HUVEC-06_1_O22,HUVEC-06,1,O22,sirna_43
HUVEC-06_2_B21,HUVEC-06,2,B21,sirna_96
HUVEC-06_2_C08,HUVEC-06,2,C08,sirna_48
HUVEC-06_2_C09,HUVEC-06,2,C09,sirna_8
HUVEC-06_2_C13,HUVEC-06,2,C13,sirna_3
HUVEC-06_2_D10,HUVEC-06,2,D10,sirna_14
HUVEC-06_2_E05,HUVEC-06,2,E05,sirna_71
HUVEC-06_2_E10,HUVEC-06,2,E10,sirna_42
HUVEC-06_2_E14,HUVEC-06,2,E14,sirna_54
HUVEC-06_2_E19,HUVEC-06,2,E19,sirna_65
HUVEC-06_2_F05,HUVEC-06,2,F05,sirna_67
HUVEC-06_2_F06,HUVEC-06,2,F06,sirna_9
HUVEC-06_2_G08,HUVEC-06,2,G08,sirna_79
HUVEC-06_2_G12,HUVEC-06,2,G12,sirna_30
HUVEC-06_2_H05,HUVEC-06,2,H05,sirna_97
HUVEC-06_2_H13,HUVEC-06,2,H13,sirna_70
HUVEC-06_2_H21,HUVEC-06,2,H21,sirna_77
HUVEC-06_2_I05,HUVEC-06,2,I05,sirna_41
HUVEC-06_2_I09,HUVEC-06,2,I09,sirna_55
HUVEC-06_2_I14,HUVEC-06,2,I14,sirna_59
HUVEC-06_2_J02,HUVEC-06,2,J02,sirna_26
HUVEC-06_2_K06,HUVEC-06,2,K06,sirna_49
HUVEC-06_2_K09,HUVEC-06,2,K09,sirna_37
HUVEC-06_2_K11,HUVEC-06,2,K11,sirna_25
HUVEC-06_2_K17,HUVEC-06,2,K17,sirna_92
HUVEC-06_2_L03,HUVEC-06,2,L03,sirna_28
HUVEC-06_2_L15,HUVEC-06,2,L15,sirna_56
HUVEC-06_2_M02,HUVEC-06,2,M02,sirna_72
HUVEC-06_2_M04,HUVEC-06,2,M04,sirna_73
HUVEC-06_2_N06,HUVEC-06,2,N06,sirna_7
HUVEC-06_2_N22,HUVEC-06,2,N22,sirna_68
HUVEC-06_2_O08,HUVEC-06,2,O08,sirna_38
HUVEC-06_2_O11,HUVEC-06,2,O11,sirna_47
HUVEC-06_2_O12,HUVEC-06,2,O12,sirna_34
HUVEC-06_2_O15,HUVEC-06,2,O15,sirna_57
HUVEC-06_2_O19,HUVEC-06,2,O19,sirna_4
HUVEC-06_2_O23,HUVEC-06,2,O23,sirna_64
HUVEC-06_3_B23,HUVEC-06,3,B23,sirna_2
HUVEC-06_3_D14,HUVEC-06,3,D14,sirna_24
HUVEC-06_3_E03,HUVEC-06,3,E03,sirna_5
HUVEC-06_3_E09,HUVEC-06,3,E09,sirna_75
HUVEC-06_3_E18,HUVEC-06,3,E18,sirna_10
HUVEC-06_3_G09,HUVEC-06,3,G09,sirna_84
HUVEC-06_3_G17,HUVEC-06,3,G17,sirna_21
HUVEC-06_3_H10,HUVEC-06,3,H10,sirna_80
HUVEC-06_3_H14,HUVEC-06,3,H14,sirna_50
HUVEC-06_3_H23,HUVEC-06,3,H23,sirna_85
HUVEC-06_3_I02,HUVEC-06,3,I02,sirna_32
HUVEC-06_3_I10,HUVEC-06,3,I10,sirna_17
HUVEC-06_3_I21,HUVEC-06,3,I21,sirna_44
HUVEC-06_3_J02,HUVEC-06,3,J02,sirna_40
HUVEC-06_3_J04,HUVEC-06,3,J04,sirna_11
HUVEC-06_3_J13,HUVEC-06,3,J13,sirna_22
HUVEC-06_3_K04,HUVEC-06,3,K04,sirna_74
HUVEC-06_3_K20,HUVEC-06,3,K20,sirna_89
HUVEC-06_3_L15,HUVEC-06,3,L15,sirna_69
HUVEC-06_3_L16,HUVEC-06,3,L16,sirna_16
HUVEC-06_3_M02,HUVEC-06,3,M02,sirna_6
HUVEC-06_3_N03,HUVEC-06,3,N03,sirna_87
HUVEC-06_3_N06,HUVEC-06,3,N06,sirna_61
HUVEC-06_3_N21,HUVEC-06,3,N21,sirna_1
HUVEC-06_3_O04,HUVEC-06,3,O04,sirna_20
HUVEC-06_3_O05,HUVEC-06,3,O05,sirna_76
HUVEC-06_3_O22,HUVEC-06,3,O22,sirna_0
HUVEC-06_4_C12,HUVEC-06,4,C12,sirna_29
HUVEC-06_4_C16,HUVEC-06,4,C16,sirna_94
HUVEC-06_4_C23,HUVEC-06,4,C23,sirna_36
HUVEC-06_4_D02,HUVEC-06,4,D02,sirna_91
HUVEC-06_4_F08,HUVEC-06,4,F08,sirna_98
HUVEC-06_4_H16,HUVEC-06,4,H16,sirna_35
HUVEC-06_4_I05,HUVEC-06,4,I05,sirna_53
HUVEC-06_4_I18,HUVEC-06,4,I18,sirna_83
HUVEC-06_4_K09,HUVEC-06,4,K09,sirna_81
HUVEC-06_4_L19,HUVEC-06,4,L19,sirna_27
HUVEC-06_4_N18,HUVEC-06,4,N18,sirna_12
HUVEC-06_4_N19,HUVEC-06,4,N19,sirna_19
HUVEC-06_4_N22,HUVEC-06,4,N22,sirna_31
HUVEC-07_1_B09,HUVEC-07,1,B09,sirna_21
HUVEC-07_1_B17,HUVEC-07,1,B17,sirna_85
HUVEC-07_1_B21,HUVEC-07,1,B21,sirna_6
HUVEC-07_1_C06,HUVEC-07,1,C06,sirna_89
HUVEC-07_1_C13,HUVEC-07,1,C13,sirna_61
HUVEC-07_1_C14,HUVEC-07,1,C14,sirna_75
HUVEC-07_1_D12,HUVEC-07,1,D12,sirna_5
HUVEC-07_1_E05,HUVEC-07,1,E05,sirna_0
HUVEC-07_1_E07,HUVEC-07,1,E07,sirna_2
HUVEC-07_1_F08,HUVEC-07,1,F08,sirna_50
HUVEC-07_1_G12,HUVEC-07,1,G12,sirna_24
HUVEC-07_1_H12,HUVEC-07,1,H12,sirna_84
HUVEC-07_1_I04,HUVEC-07,1,I04,sirna_44
HUVEC-07_1_I15,HUVEC-07,1,I15,sirna_17
HUVEC-07_1_J14,HUVEC-07,1,J14,sirna_76
HUVEC-07_1_J17,HUVEC-07,1,J17,sirna_10
HUVEC-07_1_K03,HUVEC-07,1,K03,sirna_20
HUVEC-07_1_K13,HUVEC-07,1,K13,sirna_80
HUVEC-07_1_K14,HUVEC-07,1,K14,sirna_74
HUVEC-07_1_L07,HUVEC-07,1,L07,sirna_1
HUVEC-07_1_M17,HUVEC-07,1,M17,sirna_40
